,PAHO Sub-Region,ISO-3,Country / territory,IFRC Sub-Region,Population,Tracker Update Date,Data Publication Date,EPI Week (year),EPI Week (outbreak),Cases
Deaths,Latin Caribbean,PRI,Puerto Rico,Americas,3548397,5th April 2016,31st March 2016,13,28,0
Suspected,Latin Caribbean,PRI,Puerto Rico,Americas,3548397,5th April 2016,31st March 2016,13,28,0
Confirmed,Non Latin Caribbean,VCT,Saint Vincent and the Grenadines,Americas,109360,5th April 2016,31st March 2016,13,28,1
Deaths,Non Latin Caribbean,VCT,Saint Vincent and the Grenadines,Americas,109360,5th April 2016,31st March 2016,13,28,0
Suspected,Non Latin Caribbean,VCT,Saint Vincent and the Grenadines,Americas,109360,5th April 2016,31st March 2016,13,28,0
Confirmed,Latin Caribbean,MAF,Saint-Martin (French),Americas,31530,5th April 2016,31st March 2016,13,28,30
Deaths,Latin Caribbean,MAF,Saint-Martin (French),Americas,31530,5th April 2016,31st March 2016,13,28,0
Suspected,Latin Caribbean,MAF,Saint-Martin (French),Americas,31530,5th April 2016,31st March 2016,13,28,154
Confirmed,Non Latin Caribbean,SXM,Sint Maarten,Americas,33609,5th April 2016,31st March 2016,13,28,2
Deaths,Non Latin Caribbean,SXM,Sint Maarten,Americas,33609,5th April 2016,31st March 2016,13,28,0
Suspected,Non Latin Caribbean,SXM,Sint Maarten,Americas,33609,5th April 2016,31st March 2016,13,28,0
Confirmed,Non Latin Caribbean,SUR,Suriname,Americas,538248,5th April 2016,31st March 2016,13,28,2
Deaths,Non Latin Caribbean,SUR,Suriname,Americas,538248,5th April 2016,31st March 2016,13,28,4
Suspected,Non Latin Caribbean,SUR,Suriname,Americas,538248,5th April 2016,31st March 2016,13,28,2352
Confirmed,Non Latin Caribbean,TTO,Trinidad and Tobago,Americas,1354483,5th April 2016,31st March 2016,13,28,9
Deaths,Non Latin Caribbean,TTO,Trinidad and Tobago,Americas,1354483,5th April 2016,31st March 2016,13,28,0
Suspected,Non Latin Caribbean,TTO,Trinidad and Tobago,Americas,1354483,5th April 2016,31st March 2016,13,28,0
Confirmed,Non Latin Caribbean,VIR,United States Virgin Islands,Americas,104170,5th April 2016,31st March 2016,13,28,12
Deaths,Non Latin Caribbean,VIR,United States Virgin Islands,Americas,104170,5th April 2016,31st March 2016,13,28,0
Suspected,Non Latin Caribbean,VIR,United States Virgin Islands,Americas,104170,5th April 2016,31st March 2016,13,28,62
Confirmed,Andean,VEN,Venezuela (Bolivarian Republic of),Americas,30693827,5th April 2016,31st March 2016,13,28,352
Deaths,Andean,VEN,Venezuela (Bolivarian Republic of),Americas,30693827,5th April 2016,31st March 2016,13,28,1
Suspected,Andean,VEN,Venezuela (Bolivarian Republic of),Americas,30693827,5th April 2016,31st March 2016,13,28,15495
Confirmed,Non Latin Caribbean,ABW,Aruba,Americas,103441,12th April 2016,7th April 2016,14,29,4
Deaths,Non Latin Caribbean,ABW,Aruba,Americas,103441,12th April 2016,7th April 2016,14,29,0
Suspected,Non Latin Caribbean,ABW,Aruba,Americas,103441,12th April 2016,7th April 2016,14,29,0
Confirmed,Non Latin Caribbean,BRB,Barbados,Americas,283380,12th April 2016,7th April 2016,14,29,7
Deaths,Non Latin Caribbean,BRB,Barbados,Americas,283380,12th April 2016,7th April 2016,14,29,0
Suspected,Non Latin Caribbean,BRB,Barbados,Americas,283380,12th April 2016,7th April 2016,14,29,316
Confirmed,Andean,BOL,Bolivia,Americas,10561887,12th April 2016,7th April 2016,14,29,12
Deaths,Andean,BOL,Bolivia,Americas,10561887,12th April 2016,7th April 2016,14,29,0
Suspected,Andean,BOL,Bolivia,Americas,10561887,12th April 2016,7th April 2016,14,29,0
Confirmed,Non Latin Caribbean,BES,Bonaire,Americas,17408,12th April 2016,7th April 2016,14,29,1
Deaths,Non Latin Caribbean,BES,Bonaire,Americas,17408,12th April 2016,7th April 2016,14,29,0
Suspected,Non Latin Caribbean,BES,Bonaire,Americas,17408,12th April 2016,7th April 2016,14,29,0
Confirmed,South Cone,BRA,Brazil,Americas,206077898,12th April 2016,7th April 2016,14,29,534
Deaths,South Cone,BRA,Brazil,Americas,206077898,12th April 2016,7th April 2016,14,29,4
Suspected,South Cone,BRA,Brazil,Americas,206077898,12th April 2016,7th April 2016,14,29,72062
Confirmed,Andean,COL,Colombia,Americas,47791393,12th April 2016,7th April 2016,14,29,2603
Deaths,Andean,COL,Colombia,Americas,47791393,12th April 2016,7th April 2016,14,29,0
Suspected,Andean,COL,Colombia,Americas,47791393,12th April 2016,7th April 2016,14,29,58790
Confirmed,Central America,CRI,Costa Rica,Americas,4757606,12th April 2016,7th April 2016,14,29,8
Deaths,Central America,CRI,Costa Rica,Americas,4757606,12th April 2016,7th April 2016,14,29,0
Suspected,Central America,CRI,Costa Rica,Americas,4757606,12th April 2016,7th April 2016,14,29,0
Confirmed,Latin Caribbean,CUB,Cuba,Americas,11379111,12th April 2016,7th April 2016,14,29,1
Deaths,Latin Caribbean,CUB,Cuba,Americas,11379111,12th April 2016,7th April 2016,14,29,0
Suspected,Latin Caribbean,CUB,Cuba,Americas,11379111,12th April 2016,7th April 2016,14,29,0
Confirmed,Non Latin Caribbean,CUW,Curaçao,Americas,155872,12th April 2016,7th April 2016,14,29,1
Deaths,Non Latin Caribbean,CUW,Curaçao,Americas,155872,12th April 2016,7th April 2016,14,29,0
Suspected,Non Latin Caribbean,CUW,Curaçao,Americas,155872,12th April 2016,7th April 2016,14,29,0
Confirmed,Non Latin Caribbean,DMA,Dominica,Americas,72341,12th April 2016,7th April 2016,14,29,1
Deaths,Non Latin Caribbean,DMA,Dominica,Americas,72341,12th April 2016,7th April 2016,14,29,0
Suspected,Non Latin Caribbean,DMA,Dominica,Americas,72341,12th April 2016,7th April 2016,14,29,0
Confirmed,Latin Caribbean,DOM,Dominican Republic,Americas,10405943,12th April 2016,7th April 2016,14,29,55
Deaths,Latin Caribbean,DOM,Dominican Republic,Americas,10405943,12th April 2016,7th April 2016,14,29,1
Suspected,Latin Caribbean,DOM,Dominican Republic,Americas,10405943,12th April 2016,7th April 2016,14,29,1090
Confirmed,Andean,ECU,Ecuador,Americas,15902916,12th April 2016,7th April 2016,14,29,69
Deaths,Andean,ECU,Ecuador,Americas,15902916,12th April 2016,7th April 2016,14,29,0
Suspected,Andean,ECU,Ecuador,Americas,15902916,12th April 2016,7th April 2016,14,29,0
Confirmed,Central America,SLV,El Salvador,Americas,6107706,12th April 2016,7th April 2016,14,29,46
Deaths,Central America,SLV,El Salvador,Americas,6107706,12th April 2016,7th April 2016,14,29,0
Suspected,Central America,SLV,El Salvador,Americas,6107706,12th April 2016,7th April 2016,14,29,9772
Confirmed,Latin Caribbean,GUF,French Guiana,Americas,237549,12th April 2016,7th April 2016,14,29,299
Deaths,Latin Caribbean,GUF,French Guiana,Americas,237549,12th April 2016,7th April 2016,14,29,0
Suspected,Latin Caribbean,GUF,French Guiana,Americas,237549,12th April 2016,7th April 2016,14,29,3190
Confirmed,Latin Caribbean,GLP,Guadeloupe,Americas,404635,12th April 2016,7th April 2016,14,29,139
Deaths,Latin Caribbean,GLP,Guadeloupe,Americas,404635,12th April 2016,7th April 2016,14,29,0
Suspected,Latin Caribbean,GLP,Guadeloupe,Americas,404635,12th April 2016,7th April 2016,14,29,900
Confirmed,Central America,GTM,Guatemala,Americas,16015494,12th April 2016,7th April 2016,14,29,261
Deaths,Central America,GTM,Guatemala,Americas,16015494,12th April 2016,7th April 2016,14,29,0
Suspected,Central America,GTM,Guatemala,Americas,16015494,12th April 2016,7th April 2016,14,29,915
Confirmed,Non Latin Caribbean,GUY,Guyana,Americas,763893,12th April 2016,7th April 2016,14,29,1
Deaths,Non Latin Caribbean,GUY,Guyana,Americas,763893,12th April 2016,7th April 2016,14,29,0
Suspected,Non Latin Caribbean,GUY,Guyana,Americas,763893,12th April 2016,7th April 2016,14,29,0
Confirmed,Latin Caribbean,HTI,Haiti,Americas,10572029,12th April 2016,7th April 2016,14,29,5
Deaths,Latin Caribbean,HTI,Haiti,Americas,10572029,12th April 2016,7th April 2016,14,29,0
Suspected,Latin Caribbean,HTI,Haiti,Americas,10572029,12th April 2016,7th April 2016,14,29,1777
Confirmed,Central America,HND,Honduras,Americas,7961680,12th April 2016,7th April 2016,14,29,2
Deaths,Central America,HND,Honduras,Americas,7961680,12th April 2016,7th April 2016,14,29,0
Suspected,Central America,HND,Honduras,Americas,7961680,12th April 2016,7th April 2016,14,29,16536
Confirmed,Non Latin Caribbean,JAM,Jamaica,Americas,2721252,12th April 2016,7th April 2016,14,29,1
Deaths,Non Latin Caribbean,JAM,Jamaica,Americas,2721252,12th April 2016,7th April 2016,14,29,0
Suspected,Non Latin Caribbean,JAM,Jamaica,Americas,2721252,12th April 2016,7th April 2016,14,29,0
Confirmed,Latin Caribbean,MTQ,Martinique,Americas,392291,12th April 2016,7th April 2016,14,29,12
Deaths,Latin Caribbean,MTQ,Martinique,Americas,392291,12th April 2016,7th April 2016,14,29,0
Suspected,Latin Caribbean,MTQ,Martinique,Americas,392291,12th April 2016,7th April 2016,14,29,15440
Confirmed,North America,MEX,Mexico,Americas,125385833,12th April 2016,7th April 2016,14,29,201
Deaths,North America,MEX,Mexico,Americas,125385833,12th April 2016,7th April 2016,14,29,0
Suspected,North America,MEX,Mexico,Americas,125385833,12th April 2016,7th April 2016,14,29,0
Confirmed,Central America,NIC,Nicaragua,Americas,6013913,12th April 2016,7th April 2016,14,29,131
Deaths,Central America,NIC,Nicaragua,Americas,6013913,12th April 2016,7th April 2016,14,29,0
Suspected,Central America,NIC,Nicaragua,Americas,6013913,12th April 2016,7th April 2016,14,29,0
Confirmed,Central America,PAN,Panama,Americas,3867535,12th April 2016,7th April 2016,14,29,196
Deaths,Central America,PAN,Panama,Americas,3867535,12th April 2016,7th April 2016,14,29,0
Suspected,Central America,PAN,Panama,Americas,3867535,12th April 2016,7th April 2016,14,29,0
Confirmed,South Cone,PRY,Paraguay,Americas,6552518,12th April 2016,7th April 2016,14,29,7
Deaths,South Cone,PRY,Paraguay,Americas,6552518,12th April 2016,7th April 2016,14,29,0
Suspected,South Cone,PRY,Paraguay,Americas,6552518,12th April 2016,7th April 2016,14,29,0
Confirmed,Latin Caribbean,PRI,Puerto Rico,Americas,3548397,12th April 2016,7th April 2016,14,29,372
Deaths,Latin Caribbean,PRI,Puerto Rico,Americas,3548397,12th April 2016,7th April 2016,14,29,0
Suspected,Latin Caribbean,PRI,Puerto Rico,Americas,3548397,12th April 2016,7th April 2016,14,29,0
Confirmed,Non Latin Caribbean,LCA,Saint Lucia,Americas,183645,12th April 2016,7th April 2016,14,29,2
Deaths,Non Latin Caribbean,LCA,Saint Lucia,Americas,183645,12th April 2016,7th April 2016,14,29,0
Suspected,Non Latin Caribbean,LCA,Saint Lucia,Americas,183645,12th April 2016,7th April 2016,14,29,0
Confirmed,Non Latin Caribbean,VCT,Saint Vincent and the Grenadines,Americas,109360,12th April 2016,7th April 2016,14,29,1
Deaths,Non Latin Caribbean,VCT,Saint Vincent and the Grenadines,Americas,109360,12th April 2016,7th April 2016,14,29,0
Suspected,Non Latin Caribbean,VCT,Saint Vincent and the Grenadines,Americas,109360,12th April 2016,7th April 2016,14,29,0
Confirmed,Latin Caribbean,MAF,Saint-Martin (French),Americas,31530,12th April 2016,7th April 2016,14,29,36
Deaths,Latin Caribbean,MAF,Saint-Martin (French),Americas,31530,12th April 2016,7th April 2016,14,29,0
Suspected,Latin Caribbean,MAF,Saint-Martin (French),Americas,31530,12th April 2016,7th April 2016,14,29,157
Confirmed,Non Latin Caribbean,SXM,Sint Maarten,Americas,33609,12th April 2016,7th April 2016,14,29,2
Deaths,Non Latin Caribbean,SXM,Sint Maarten,Americas,33609,12th April 2016,7th April 2016,14,29,0
Suspected,Non Latin Caribbean,SXM,Sint Maarten,Americas,33609,12th April 2016,7th April 2016,14,29,0
Confirmed,Non Latin Caribbean,SUR,Suriname,Americas,538248,12th April 2016,7th April 2016,14,29,485
Deaths,Non Latin Caribbean,SUR,Suriname,Americas,538248,12th April 2016,7th April 2016,14,29,4
Suspected,Non Latin Caribbean,SUR,Suriname,Americas,538248,12th April 2016,7th April 2016,14,29,3440
Confirmed,Non Latin Caribbean,TTO,Trinidad and Tobago,Americas,1354483,12th April 2016,7th April 2016,14,29,9
Deaths,Non Latin Caribbean,TTO,Trinidad and Tobago,Americas,1354483,12th April 2016,7th April 2016,14,29,0
Suspected,Non Latin Caribbean,TTO,Trinidad and Tobago,Americas,1354483,12th April 2016,7th April 2016,14,29,0
Confirmed,Non Latin Caribbean,VIR,United States Virgin Islands,Americas,104170,12th April 2016,7th April 2016,14,29,13
Deaths,Non Latin Caribbean,VIR,United States Virgin Islands,Americas,104170,12th April 2016,7th April 2016,14,29,0
Suspected,Non Latin Caribbean,VIR,United States Virgin Islands,Americas,104170,12th April 2016,7th April 2016,14,29,42
Confirmed,Andean,VEN,Venezuela (Bolivarian Republic of),Americas,30693827,12th April 2016,7th April 2016,14,29,352
Deaths,Andean,VEN,Venezuela (Bolivarian Republic of),Americas,30693827,12th April 2016,7th April 2016,14,29,1
Suspected,Andean,VEN,Venezuela (Bolivarian Republic of),Americas,30693827,12th April 2016,7th April 2016,14,29,15495
Confirmed,Non Latin Caribbean,ABW,Aruba,Americas,103441,20th April 2016,14th April 2016,15,30,4
Deaths,Non Latin Caribbean,ABW,Aruba,Americas,103441,20th April 2016,14th April 2016,15,30,0
Suspected,Non Latin Caribbean,ABW,Aruba,Americas,103441,20th April 2016,14th April 2016,15,30,0
Confirmed,Non Latin Caribbean,BRB,Barbados,Americas,283380,20th April 2016,14th April 2016,15,30,7
Deaths,Non Latin Caribbean,BRB,Barbados,Americas,283380,20th April 2016,14th April 2016,15,30,0
Suspected,Non Latin Caribbean,BRB,Barbados,Americas,283380,20th April 2016,14th April 2016,15,30,316
Confirmed,Central America,BLZ,Belize,Americas,351706,20th April 2016,14th April 2016,15,30,1
Deaths,Central America,BLZ,Belize,Americas,351706,20th April 2016,14th April 2016,15,30,0
Suspected,Central America,BLZ,Belize,Americas,351706,20th April 2016,14th April 2016,15,30,0
Confirmed,Andean,BOL,Bolivia,Americas,10561887,20th April 2016,14th April 2016,15,30,12
Deaths,Andean,BOL,Bolivia,Americas,10561887,20th April 2016,14th April 2016,15,30,0
Suspected,Andean,BOL,Bolivia,Americas,10561887,20th April 2016,14th April 2016,15,30,0
Confirmed,Non Latin Caribbean,BES,Bonaire,Americas,17408,20th April 2016,14th April 2016,15,30,1
Deaths,Non Latin Caribbean,BES,Bonaire,Americas,17408,20th April 2016,14th April 2016,15,30,0
Suspected,Non Latin Caribbean,BES,Bonaire,Americas,17408,20th April 2016,14th April 2016,15,30,0
Confirmed,South Cone,BRA,Brazil,Americas,206077898,20th April 2016,14th April 2016,15,30,534
Deaths,South Cone,BRA,Brazil,Americas,206077898,20th April 2016,14th April 2016,15,30,4
Suspected,South Cone,BRA,Brazil,Americas,206077898,20th April 2016,14th April 2016,15,30,72062
Confirmed,Andean,COL,Colombia,Americas,47791393,20th April 2016,14th April 2016,15,30,3061
Deaths,Andean,COL,Colombia,Americas,47791393,20th April 2016,14th April 2016,15,30,0
Suspected,Andean,COL,Colombia,Americas,47791393,20th April 2016,14th April 2016,15,30,61778
Confirmed,Central America,CRI,Costa Rica,Americas,4757606,20th April 2016,14th April 2016,15,30,8
Deaths,Central America,CRI,Costa Rica,Americas,4757606,20th April 2016,14th April 2016,15,30,0
Suspected,Central America,CRI,Costa Rica,Americas,4757606,20th April 2016,14th April 2016,15,30,0
Confirmed,Latin Caribbean,CUB,Cuba,Americas,11379111,20th April 2016,14th April 2016,15,30,1
Deaths,Latin Caribbean,CUB,Cuba,Americas,11379111,20th April 2016,14th April 2016,15,30,0
Suspected,Latin Caribbean,CUB,Cuba,Americas,11379111,20th April 2016,14th April 2016,15,30,0
Confirmed,Non Latin Caribbean,CUW,Curaçao,Americas,155872,20th April 2016,14th April 2016,15,30,1
Deaths,Non Latin Caribbean,CUW,Curaçao,Americas,155872,20th April 2016,14th April 2016,15,30,0
Suspected,Non Latin Caribbean,CUW,Curaçao,Americas,155872,20th April 2016,14th April 2016,15,30,0
Confirmed,Non Latin Caribbean,DMA,Dominica,Americas,72341,20th April 2016,14th April 2016,15,30,1
Deaths,Non Latin Caribbean,DMA,Dominica,Americas,72341,20th April 2016,14th April 2016,15,30,0
Suspected,Non Latin Caribbean,DMA,Dominica,Americas,72341,20th April 2016,14th April 2016,15,30,0
Confirmed,Latin Caribbean,DOM,Dominican Republic,Americas,10405943,20th April 2016,14th April 2016,15,30,56
Deaths,Latin Caribbean,DOM,Dominican Republic,Americas,10405943,20th April 2016,14th April 2016,15,30,1
Suspected,Latin Caribbean,DOM,Dominican Republic,Americas,10405943,20th April 2016,14th April 2016,15,30,1249
Confirmed,Andean,ECU,Ecuador,Americas,15902916,20th April 2016,14th April 2016,15,30,71
Deaths,Andean,ECU,Ecuador,Americas,15902916,20th April 2016,14th April 2016,15,30,0
Suspected,Andean,ECU,Ecuador,Americas,15902916,20th April 2016,14th April 2016,15,30,139
Confirmed,Central America,SLV,El Salvador,Americas,6107706,20th April 2016,14th April 2016,15,30,43
Deaths,Central America,SLV,El Salvador,Americas,6107706,20th April 2016,14th April 2016,15,30,0
Suspected,Central America,SLV,El Salvador,Americas,6107706,20th April 2016,14th April 2016,15,30,11011
Confirmed,Latin Caribbean,GUF,French Guiana,Americas,237549,20th April 2016,14th April 2016,15,30,355
Deaths,Latin Caribbean,GUF,French Guiana,Americas,237549,20th April 2016,14th April 2016,15,30,0
Suspected,Latin Caribbean,GUF,French Guiana,Americas,237549,20th April 2016,14th April 2016,15,30,3620
Confirmed,Latin Caribbean,GLP,Guadeloupe,Americas,404635,20th April 2016,14th April 2016,15,30,191
Deaths,Latin Caribbean,GLP,Guadeloupe,Americas,404635,20th April 2016,14th April 2016,15,30,0
Suspected,Latin Caribbean,GLP,Guadeloupe,Americas,404635,20th April 2016,14th April 2016,15,30,1090
Confirmed,Central America,GTM,Guatemala,Americas,16015494,20th April 2016,14th April 2016,15,30,261
Deaths,Central America,GTM,Guatemala,Americas,16015494,20th April 2016,14th April 2016,15,30,0
Suspected,Central America,GTM,Guatemala,Americas,16015494,20th April 2016,14th April 2016,15,30,915
Confirmed,Non Latin Caribbean,GUY,Guyana,Americas,763893,20th April 2016,14th April 2016,15,30,1
Deaths,Non Latin Caribbean,GUY,Guyana,Americas,763893,20th April 2016,14th April 2016,15,30,0
Suspected,Non Latin Caribbean,GUY,Guyana,Americas,763893,20th April 2016,14th April 2016,15,30,0
Confirmed,Latin Caribbean,HTI,Haiti,Americas,10572029,20th April 2016,14th April 2016,15,30,5
Deaths,Latin Caribbean,HTI,Haiti,Americas,10572029,20th April 2016,14th April 2016,15,30,0
Suspected,Latin Caribbean,HTI,Haiti,Americas,10572029,20th April 2016,14th April 2016,15,30,1777
Confirmed,Central America,HND,Honduras,Americas,7961680,20th April 2016,14th April 2016,15,30,2
Deaths,Central America,HND,Honduras,Americas,7961680,20th April 2016,14th April 2016,15,30,0
Suspected,Central America,HND,Honduras,Americas,7961680,20th April 2016,14th April 2016,15,30,17556
Confirmed,Non Latin Caribbean,JAM,Jamaica,Americas,2721252,20th April 2016,14th April 2016,15,30,1
